101,3400,5
101,3400,5
101,3525,5
101,3525,5
111.5,3450,5
111.5,3500,5
111.5,3600,5
111.5,3600,5
119.7,3500,5
119.7,3700,5
121.5,3550,5
128.5,3500,5
128.5,3500,5
128.5,3700,5
129.5,3700,5
129.5,3700,5
129.5,3700,5
129.5,3750,5
129.5,3800,5
129.5,3800,5
137,3600,5
137,3600,5
137,3700,5
142.3,3800,5
142.3,3800,5
142.3,3900,5
148.5,3800,5
154,3900,5
154.7,3700,5
154.7,3900,5
157.5,3950,5
163.8,3950,5
166.5,4000,5
166.5,4000,5
175,4000,5
184.3,4150,5
184.3,4200,5
192,4300,5
206.2,4450,5
207.7,4400,5
213.6,4550,5
225,4500,5
225,4550,5