75,3400,0
75,3400,0
82,3400,0
82,3400,0
90,3400,0
90,3450,0
90,3450,0
90,3500,0
106.5,3000,0
142.3,3400,0
142.3,3400,0
148.5,3504,0
157.5,3700,0
157.5,3800,0
166.5,3600,0
192,3800,0
207.7,4100,0
207.7,4100,0
225,4400,0
225,4550,0
225,4600,0
229,4300,0
229,4350,0
229,4400,0
229,4467,0
229,4500,0
229,4600,0
101,3400,1
106.5,3500,1
106.5,3590,1
128.5,3400,1
128.5,3400,1
129.5,3500,1
129.5,3500,1
132,3550,1
132,3550,1
137,3400,1
137,3400,1
148.5,3504,1
148.5,3750,1
154.7,3700,1
154.7,3700,1
157.5,3800,1
166.5,3650,1
166.5,3650,1
175,3800,1
192,3900,1
206.2,4000,1
206.2,4000,1
206.2,4050,1
207.7,4300,1
213.6,4400,1
225,4400,1
229,4400,1
229,4400,1
229,4467,1
229,4700,1
111.5,3450,2
111.5,3450,2
111.5,3550,2
142.3,3600,2
142.3,3600,2
148.5,3504,2
154.7,3700,2
157.5,3700,2
175,3800,2
175,3900,2
184.3,4050,2
206.2,4050,2
213.6,4400,2
213.6,4550,2
225,4350,2
225,4400,2
101,3400,3
101,3525,3
101,3525,3
101,3525,3
101,3525,3
106.5,3550,3
106.5,3550,3
106.5,3550,3
111.5,3450,3
111.5,3450,3
111.5,3450,3
111.5,3450,3
111.5,3450,3
111.5,3450,3
111.5,3450,3
111.5,3450,3
111.5,3500,3
111.5,3500,3
111.5,3500,3
111.5,3550,3
111.5,3550,3
111.5,3550,3
111.5,3550,3
111.5,3550,3
111.5,3600,3
111.5,3600,3
111.5,3600,3
119.7,3500,3
119.7,3500,3
119.7,3500,3
119.7,3500,3
119.7,3650,3
119.7,3650,3
119.7,3650,3
121.5,3550,3
121.5,3550,3
128.5,3400,3
128.5,3400,3
128.5,3400,3
128.5,3400,3
128.5,3450,3
128.5,3450,3
128.5,3450,3
128.5,3450,3
128.5,3450,3
128.5,3500,3
128.5,3500,3
128.5,3500,3
128.5,3600,3
128.5,3600,3
128.5,3600,3
129.5,3500,3
129.5,3500,3
129.5,3500,3
129.5,3600,3
129.5,3600,3
129.5,3600,3
129.5,3650,3
129.5,3650,3
132,3550,3
137,3400,3
137,3450,3
137,3450,3
137,3450,3
137,3450,3
137,3500,3
137,3500,3
137,3500,3
137,3600,3
137,3600,3
137,3650,3
137,3650,3
137,3650,3
142.3,3500,3
142.3,3500,3
142.3,3600,3
142.3,3600,3
142.3,3700,3
142.3,3700,3
142.3,3700,3
148.5,3504,3
148.5,3504,3
148.5,3550,3
148.5,3550,3
148.5,3550,3
148.5,3600,3
148.5,3600,3
148.5,3750,3
148.5,3750,3
148.5,3800,3
148.5,3800,3
154,3700,3
154,3700,3
154,3700,3
154,3700,3
154.1,3600,3
154.1,3600,3
154.1,3600,3
154.1,3600,3
154.1,3600,3
154.7,3700,3
154.7,3700,3
154.7,3700,3
154.7,3700,3
154.7,3700,3
154.7,3900,3
154.7,3900,3
154.7,3900,3
154.7,3900,3
157.5,3850,3
157.5,3850,3
157.5,3900,3
157.5,3900,3
157.5,3950,3
157.5,3950,3
157.5,4000,3
157.5,4000,3
157.5,4000,3
163.8,3950,3
163.8,3950,3
166.5,3600,3
166.5,3650,3
166.5,3650,3
166.5,3650,3
166.5,3650,3
166.5,3700,3
166.5,3700,3
166.5,3800,3
166.5,3800,3
166.5,3800,3
166.5,3900,3
166.5,3900,3
166.5,3900,3
166.5,3900,3
166.5,3900,3
175,3800,3
175,3800,3
175,3850,3
175,3850,3
175,3900,3
175,3900,3
175,3900,3
175,3900,3
175,4000,3
175,4000,3
175.4,4050,3
175.4,4050,3
184.3,3950,3
184.3,3950,3
184.3,4050,3
184.3,4050,3
184.3,4150,3
184.3,4200,3
192,3900,3
192,3900,3
192,3900,3
192,3900,3
192,3900,3
192,3900,3
192,4000,3
192,4000,3
192,4200,3
192,4200,3
192,4200,3
192,4300,3
192,4300,3
206.2,4050,3
206.2,4050,3
206.2,4100,3
206.2,4100,3
206.2,4100,3
206.2,4100,3
206.2,4100,3
206.2,4150,3
206.2,4150,3
206.2,4150,3
206.2,4150,3
206.2,4200,3
206.2,4300,3
206.2,4300,3
206.2,4300,3
206.2,4400,3
206.2,4400,3
206.2,4400,3
206.2,4400,3
207.7,4200,3
207.7,4200,3
207.7,4200,3
207.7,4300,3
207.7,4300,3
207.7,4300,3
207.7,4300,3
207.7,4350,3
213.6,4400,3
213.6,4400,3
213.6,4450,3
213.6,4450,3
213.6,4450,3
213.6,4500,3
213.6,4500,3
213.6,4500,3
213.6,4550,3
213.6,4550,3
218.4,4550,3
218.4,4550,3
218.4,4550,3
218.4,4650,3
218.4,4650,3
218.4,4650,3
225,4350,3
225,4400,3
225,4450,3
225,4450,3
225,4500,3
225,4600,3
225,4650,3
225,4650,3
225,4650,3
225,4700,3
225,4700,3
229,4400,3
229,4400,3
229,4600,3
229,4600,3
229,4700,3
229,4700,3
229,4800,3
229,4800,3
229,5200,3
184.3,3950,4
184.3,4150,4
192,4100,4
192,4100,4
192,4200,4
198.5,4200,4
206.2,4100,4
206.2,4200,4
206.2,4450,4
207.7,4300,4
207.7,4350,4
207.7,4400,4
207.7,4400,4
213.6,4400,4
213.6,4450,4
218.4,4550,4
225,4350,4
225,4400,4
225,4550,4
225,4600,4
225,4700,4
225,4700,4
101,3400,5
101,3400,5
101,3525,5
101,3525,5
111.5,3450,5
111.5,3500,5
111.5,3600,5
111.5,3600,5
119.7,3500,5
119.7,3700,5
121.5,3550,5
128.5,3500,5
128.5,3500,5
128.5,3700,5
129.5,3700,5
129.5,3700,5
129.5,3700,5
129.5,3750,5
129.5,3800,5
129.5,3800,5
137,3600,5
137,3600,5
137,3700,5
142.3,3800,5
142.3,3800,5
142.3,3900,5
148.5,3800,5
154,3900,5
154.7,3700,5
154.7,3900,5
157.5,3950,5
163.8,3950,5
166.5,4000,5
166.5,4000,5
175,4000,5
184.3,4150,5
184.3,4200,5
192,4300,5
206.2,4450,5
207.7,4400,5
213.6,4550,5
225,4500,5
225,4550,5
101,3400,6
111.5,3500,6
111.5,3550,6
111.5,3600,6
128.5,3700,6
129.5,3750,6
137,3700,6
137,3700,6
154,3700,6
163.8,3950,6
166.5,4000,6
175,4000,6
175.4,4100,6
184.3,4150,6
184.3,4200,6
213.6,4600,6
229,4800,6
229,4800,6
229,4900,6
229,5000,6
101,3525,7
101,3525,7
101,3525,7
106.5,3590,7
106.5,3600,7
106.5,3600,7
106.5,4000,7
111.5,3500,7
111.5,3550,7
111.5,3600,7
119.7,3700,7
128.5,3750,7
129.5,3800,7
142.3,3900,7
154,3900,7
154,3900,7
157.5,4050,7
157.5,4100,7
166.5,4000,7
192,4300,7
213.6,4450,7
218.4,4650,7
229,5000,7
